StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly
18284,Male,Jaipur,Tier2,CS,Networking,No,No,7.1,7.87,7.55,7.99,7.93,7.95,7.74,7.7,7.73,83.4,2,2,4.0,3,1,70.1,6.79,,66.1,No,High,1,0
18285,Female,Bangalore,Tier3,IT,AI,Yes,No,6.16,6.52,6.4,5.94,7.07,6.38,6.48,6.34,6.41,66.6,0,1,2.0,2,0,59.0,4.43,42.9,49.4,Yes,Medium,0,0
18286,Male,Delhi,Tier2,Mechanical,DataScience,No,No,7.22,7.5,7.93,6.98,7.18,7.19,7.39,7.25,7.33,62.9,1,2,,2,0,65.3,5.61,53.1,62.9,Yes,Medium,1,0
18287,Male,Bangalore,Tier1,EE,DataScience,No,No,7.38,7.93,7.66,7.36,8.0,7.87,7.8,7.94,7.74,81.4,1,3,2.0,3,0,,6.71,70.0,67.8,No,High,1,0
18288,Female,Jaipur,Tier2,Mechanical,DataScience,No,No,6.45,6.85,6.91,6.22,6.67,7.12,6.97,6.77,6.74,63.4,0,2,1.0,2,0,59.8,4.89,55.5,50.6,No,Medium,0,0
18289,Male,Ahmedabad,Tier2,EE,Embedded,Yes,No,7.68,6.52,7.39,6.98,8.09,6.96,7.38,7.7,7.34,76.5,1,2,,2,1,53.7,6.04,55.0,60.3,No,Medium,0,0
18290,Female,Jaipur,Tier1,Mechanical,Networking,No,No,7.61,7.09,7.34,7.32,7.26,7.09,7.37,7.37,7.31,82.5,1,2,2.0,2,0,58.6,7.39,53.3,71.1,No,Medium,1,0
18291,Male,Kolkata,Tier2,IT,Networking,Yes,No,8.15,8.71,8.07,7.91,8.22,8.63,8.55,8.2,8.31,87.9,2,3,3.0,3,1,82.8,7.72,86.2,88.9,Yes,High,1,0
18292,Male,Delhi,Tier2,Mechanical,Networking,No,No,5.86,6.18,6.48,6.22,6.08,6.04,6.56,5.71,6.14,68.0,1,1,2.0,1,0,,4.95,46.6,36.1,No,Medium,0,0
18293,Female,Hyderabad,Tier2,CS,AI,No,No,10.0,10.0,9.78,10.0,10.0,10.0,10.0,10.0,9.97,100.0,4,7,6.0,6,2,100.0,10.0,100.0,100.0,No,Excellent,1,0
18294,Male,Jaipur,Tier2,IT,AI,No,No,6.92,6.59,6.29,7.51,7.65,7.38,7.25,7.19,7.1,84.9,1,2,2.0,2,1,,6.72,,64.3,No,Medium,1,0
18295,Female,Delhi,Tier3,Civil,AI,No,Yes,8.27,8.71,8.89,7.93,8.24,8.6,8.44,9.11,8.52,86.4,2,3,4.0,4,1,82.8,8.04,73.1,94.8,No,Excellent,1,0
18296,Female,Jaipur,Tier2,EE,Networking,Yes,Yes,6.42,7.1,7.74,6.74,7.16,6.74,6.7,7.15,6.97,77.6,1,1,2.0,3,0,62.1,5.83,50.1,59.8,No,Medium,0,0
18297,Male,Delhi,Tier1,CS,Networking,Yes,No,5.92,5.6,6.02,5.66,6.14,6.31,6.15,6.12,5.99,58.8,1,0,0.0,1,0,39.4,4.98,39.2,46.7,No,Low,0,0
18298,Male,Pune,Tier2,EE,DataScience,Yes,No,6.35,5.78,6.56,5.86,6.25,5.94,6.59,6.1,6.18,66.7,0,1,1.0,0,0,46.5,4.44,42.0,40.5,Yes,Medium,0,0
18299,Female,Kolkata,Tier1,IT,AI,No,No,6.52,6.45,6.73,6.96,7.03,6.92,7.39,7.13,6.89,77.5,1,1,1.0,2,0,62.0,4.36,50.8,65.1,Yes,Medium,0,0
18300,Male,Ahmedabad,Tier2,Civil,Embedded,Yes,No,7.89,7.42,7.5,7.94,7.85,7.59,8.46,7.89,7.82,83.5,2,1,1.0,3,0,77.1,7.43,76.6,74.8,No,High,1,0
18301,Female,Ahmedabad,Tier3,ECE,Networking,Yes,Yes,7.85,8.02,8.5,8.38,8.04,8.15,8.13,8.78,8.23,85.7,1,3,4.0,2,0,76.6,7.94,74.2,68.9,No,High,0,0
18302,Male,Bangalore,Tier2,CS,Networking,No,No,7.21,6.98,7.06,7.03,7.11,7.69,7.49,7.32,7.24,68.9,1,3,1.0,2,0,,6.14,,,No,Medium,1,0
18303,Male,Chennai,Tier2,Mechanical,Embedded,Yes,No,5.92,5.91,5.45,6.07,5.11,5.91,5.56,5.7,5.7,59.9,0,1,0.0,0,0,31.8,3.4,15.5,52.6,No,Low,0,0
18304,Male,Chennai,Tier3,Mechanical,AI,No,Yes,7.11,6.53,7.54,7.19,7.28,7.59,6.74,7.52,7.19,71.4,3,2,2.0,2,0,69.8,7.68,50.0,65.1,Yes,Medium,0,1
18305,Female,Hyderabad,Tier2,ECE,AI,No,No,8.96,8.71,8.63,8.98,9.58,9.45,9.51,9.33,9.14,96.2,2,4,5.0,5,1,92.9,8.98,88.7,90.3,No,Excellent,1,0
18306,Female,Pune,Tier2,Civil,AI,Yes,Yes,7.33,6.88,6.45,7.06,6.86,7.09,7.09,6.64,6.93,70.7,0,2,1.0,1,0,58.1,6.86,50.0,61.8,Yes,Medium,0,0
18307,Female,Chennai,Tier2,IT,Networking,No,No,7.57,7.9,8.23,7.89,8.35,8.61,8.04,7.88,8.06,85.4,1,5,2.0,6,1,85.6,8.57,85.5,86.6,Yes,High,1,0
18308,Male,Delhi,Tier2,Mechanical,Networking,Yes,No,7.78,7.74,7.92,7.57,7.99,7.58,7.09,8.72,7.8,80.8,1,3,2.0,3,0,70.4,6.24,69.2,69.9,Yes,High,0,0
18309,Male,Kolkata,Tier2,Mechanical,AI,Yes,No,8.38,8.68,8.42,7.7,9.06,8.64,8.28,8.07,8.4,86.0,3,5,4.0,3,1,84.2,9.36,73.8,76.1,Yes,High,1,0
18310,Male,Bangalore,Tier2,EE,DataScience,Yes,Yes,5.92,5.33,5.84,5.4,5.43,5.49,6.14,6.41,5.75,57.9,0,0,,0,0,43.9,4.4,42.5,29.6,No,Low,0,0
18311,Male,Mumbai,Tier3,CS,AI,Yes,No,7.48,7.69,7.3,7.47,7.44,7.5,7.55,7.01,7.43,73.7,1,3,2.0,3,0,74.8,6.39,75.0,64.4,Yes,Medium,1,0
18312,Male,Pune,Tier2,ECE,AI,Yes,Yes,7.01,6.14,7.21,6.12,6.7,6.9,6.47,6.38,6.62,62.5,0,1,,2,1,,,51.2,53.5,No,Medium,1,0
18313,Female,Mumbai,Tier3,EE,AI,Yes,Yes,7.41,7.78,8.25,7.54,7.82,8.28,8.26,8.69,8.0,84.4,2,4,2.0,3,1,71.8,6.78,77.0,70.6,Yes,High,0,0
18314,Male,Delhi,Tier3,Civil,AI,No,Yes,6.33,7.31,6.48,7.15,6.53,6.55,6.7,7.25,6.79,69.8,0,2,1.0,1,0,42.2,5.18,58.3,59.5,No,Medium,0,0
18315,Male,Jaipur,Tier2,Mechanical,DataScience,Yes,No,7.49,7.85,7.86,8.08,7.88,7.69,8.14,7.72,7.84,89.9,1,4,3.0,3,1,73.2,6.76,,65.8,No,High,1,0
18316,Female,Ahmedabad,Tier2,Mechanical,DataScience,Yes,No,9.03,8.98,9.83,9.21,9.56,9.77,9.57,9.28,9.4,100.0,3,7,5.0,5,2,100.0,9.74,94.1,96.9,No,Excellent,1,0
18317,Male,Chennai,Tier3,Mechanical,Embedded,Yes,No,7.12,5.96,7.39,6.97,6.38,7.25,7.16,7.11,6.92,71.6,1,1,1.0,3,0,64.3,5.88,,58.4,No,Medium,0,0
18318,Female,Bangalore,Tier2,IT,Networking,No,No,5.74,5.85,6.15,5.24,5.57,5.9,5.16,6.44,5.76,60.3,0,0,1.0,0,0,33.8,4.23,18.4,46.0,No,Low,0,0
18319,Male,Jaipur,Tier2,EE,AI,Yes,No,8.01,9.16,8.54,8.06,8.14,8.39,8.56,8.31,8.4,86.5,1,3,3.0,5,1,83.3,7.62,82.8,84.3,No,High,1,0
18320,Male,Mumbai,Tier3,Mechanical,Networking,No,No,6.97,7.94,7.14,7.6,7.71,7.41,6.93,7.53,7.4,77.3,1,4,3.0,2,0,68.4,6.28,65.5,68.2,No,Medium,1,0
18321,Female,Kolkata,Tier2,EE,AI,Yes,No,6.82,7.17,6.52,6.33,7.52,6.84,7.01,7.3,6.94,65.7,1,2,3.0,2,0,64.0,5.5,56.6,56.8,Yes,Medium,1,0
18322,Female,Chennai,Tier1,IT,Networking,No,No,6.42,5.75,6.58,5.88,6.24,6.49,6.32,6.08,6.22,60.8,0,0,1.0,1,0,52.9,5.1,37.1,51.9,Yes,Medium,0,0
18323,Female,Chennai,Tier2,IT,Networking,Yes,No,4.4,4.46,4.22,5.04,4.42,4.0,4.88,4.6,4.5,45.3,0,0,0.0,0,0,17.3,2.2,11.1,22.8,No,Low,0,0
18324,Male,Pune,Tier2,CS,DataScience,No,No,7.09,6.22,7.65,6.66,7.31,7.48,7.32,7.79,7.19,73.2,2,2,,3,0,61.1,6.92,,53.0,Yes,Medium,0,0
18325,Male,Pune,Tier2,CS,DataScience,No,No,9.29,9.0,9.05,9.33,9.75,9.14,9.52,9.65,9.34,100.0,4,3,,5,1,91.6,10.0,100.0,86.5,No,Excellent,1,0
18326,Female,Hyderabad,Tier2,IT,DataScience,Yes,No,6.7,7.02,7.23,6.49,7.51,7.24,6.77,6.85,6.98,77.9,1,2,,1,1,55.6,5.79,62.2,62.9,No,Medium,1,0
18327,Male,Jaipur,Tier3,Mechanical,Networking,No,No,7.4,7.74,6.97,8.03,7.2,7.67,7.43,7.31,7.47,72.0,1,3,2.0,2,0,57.6,7.38,69.3,54.8,No,Medium,0,0
18328,Male,Hyderabad,Tier2,CS,DataScience,Yes,No,6.24,6.28,6.43,6.73,6.85,6.23,6.85,6.8,6.55,64.8,0,1,1.0,1,0,45.8,5.65,49.9,53.8,No,Medium,0,0
18329,Male,Ahmedabad,Tier1,CS,Networking,No,Yes,9.71,10.0,10.0,9.94,9.14,9.65,9.9,9.88,9.78,98.3,3,5,5.0,6,2,100.0,10.0,100.0,89.1,Yes,Excellent,1,0
18330,Male,Jaipur,Tier3,Civil,Embedded,Yes,No,6.66,6.66,6.72,6.4,6.32,6.64,6.62,6.82,6.6,63.2,0,1,1.0,2,0,41.8,5.73,53.8,,Yes,Medium,0,0
18331,Male,Delhi,Tier2,ECE,AI,No,Yes,8.11,7.78,7.48,7.31,7.66,7.5,7.56,7.52,7.62,83.2,1,4,2.0,4,1,71.1,6.58,74.9,68.3,Yes,High,1,0
18332,Female,Bangalore,Tier2,EE,Embedded,No,Yes,7.46,7.8,7.15,7.39,6.9,6.86,6.77,7.32,7.21,81.5,1,3,1.0,0,1,66.8,7.71,61.4,65.9,No,Medium,1,0
18333,Male,Bangalore,Tier2,CS,DataScience,No,No,6.86,7.55,6.73,7.93,7.64,7.56,7.61,7.25,7.39,75.1,1,2,,2,1,70.8,6.37,54.6,,Yes,Medium,1,0
18334,Female,Kolkata,Tier1,ECE,DataScience,Yes,No,6.96,7.04,6.6,6.4,6.67,6.18,6.86,6.76,6.68,69.2,1,2,,3,0,47.5,4.42,54.3,46.3,No,Medium,0,0
18335,Male,Mumbai,Tier2,IT,Networking,No,No,7.61,7.65,8.43,7.28,7.21,7.83,7.96,7.97,7.74,80.5,2,3,1.0,5,0,70.9,7.44,70.8,,No,High,0,0
18336,Male,Kolkata,Tier3,CS,AI,No,No,6.63,6.0,6.46,6.14,6.44,6.73,6.0,6.18,6.32,58.4,0,2,1.0,3,0,66.1,5.35,45.0,,No,Medium,0,0
18337,Male,Mumbai,Tier2,IT,AI,No,No,7.41,6.81,7.42,6.72,7.75,7.04,7.41,7.45,7.25,86.1,1,3,2.0,1,0,67.0,6.34,54.7,,No,Medium,1,0
18338,Female,Bangalore,Tier2,ECE,DataScience,Yes,No,6.37,6.23,6.39,6.36,6.21,6.18,5.83,6.48,6.26,64.4,0,1,0.0,1,0,41.0,6.01,53.6,47.8,No,Medium,0,0
18339,Female,Ahmedabad,Tier1,EE,AI,Yes,No,7.19,7.56,7.49,7.76,7.83,7.78,8.38,7.41,7.68,79.1,1,2,2.0,3,0,68.0,5.88,56.8,70.0,Yes,High,1,0
18340,Male,Kolkata,Tier2,CS,DataScience,No,Yes,7.86,8.42,8.42,7.72,8.23,8.64,8.05,7.9,8.16,92.4,2,4,2.0,4,1,69.2,7.8,69.2,70.0,No,High,1,0
18341,Male,Hyderabad,Tier3,IT,AI,No,No,7.46,7.73,8.02,7.67,7.87,7.82,7.06,7.55,7.65,73.8,1,2,2.0,3,0,59.5,6.17,52.4,74.8,No,High,0,0
18342,Female,Ahmedabad,Tier2,Mechanical,DataScience,No,No,6.71,6.81,6.28,6.62,6.26,6.89,7.02,6.73,6.67,70.8,0,1,1.0,3,0,44.6,5.63,57.2,60.7,No,Medium,0,0
18343,Male,Jaipur,Tier1,Civil,DataScience,No,No,6.52,7.23,6.25,6.67,7.03,6.14,6.99,6.84,6.71,74.0,0,2,0.0,2,0,56.1,6.91,60.4,60.3,No,Medium,0,0
18344,Female,Mumbai,Tier2,Mechanical,DataScience,Yes,No,4.83,5.19,4.95,5.62,5.55,5.51,5.34,4.82,5.23,64.3,0,0,0.0,0,0,36.0,3.87,18.7,30.5,Yes,Low,0,0
18345,Female,Kolkata,Tier2,ECE,Networking,Yes,No,5.95,6.43,5.59,6.3,6.21,6.29,5.95,7.15,6.23,64.5,1,0,2.0,0,0,48.7,4.29,29.0,49.9,No,Medium,0,0
18346,Male,Jaipur,Tier1,IT,Embedded,Yes,No,7.71,7.31,7.52,7.75,7.85,7.33,7.05,7.68,7.52,85.9,2,2,2.0,2,1,65.4,6.41,64.2,73.1,No,High,1,0
18347,Female,Delhi,Tier1,Mechanical,AI,No,No,8.04,7.35,7.42,7.99,7.65,8.29,7.94,8.29,7.87,73.1,2,2,3.0,3,0,76.1,7.61,64.4,73.2,No,High,1,0
18348,Female,Chennai,Tier1,Civil,AI,No,No,8.25,8.71,9.02,8.06,7.57,8.18,9.04,9.25,8.51,83.1,3,6,4.0,3,1,84.2,8.5,79.8,82.3,No,Excellent,1,0
18349,Male,Bangalore,Tier3,Civil,Embedded,No,No,8.41,9.14,8.69,8.14,8.47,8.94,8.55,8.5,8.6,82.4,2,3,3.0,4,0,,9.12,88.1,83.2,No,Excellent,0,0
18350,Male,Hyderabad,Tier2,EE,AI,No,Yes,6.94,6.46,6.58,6.93,6.85,7.27,7.19,7.74,7.0,74.4,2,3,3.0,3,0,60.2,5.89,62.6,68.8,No,Medium,1,0
18351,Male,Delhi,Tier2,Mechanical,Embedded,No,Yes,6.41,6.38,7.0,6.63,6.55,6.65,6.86,6.88,6.67,66.4,0,1,0.0,2,0,58.0,4.82,51.2,52.2,No,Medium,0,0
18352,Female,Mumbai,Tier2,Civil,Embedded,No,No,6.74,6.89,7.18,7.08,7.41,6.8,7.87,6.86,7.1,72.7,0,3,1.0,2,0,69.1,6.05,55.9,59.4,No,Medium,1,0
18353,Male,Hyderabad,Tier2,EE,Embedded,No,No,7.77,7.8,8.28,7.37,7.82,7.94,7.48,7.86,7.79,83.2,1,4,2.0,2,1,75.2,7.81,56.8,74.5,No,High,1,0
18354,Male,Pune,Tier3,ECE,Networking,No,No,7.05,7.5,7.17,7.8,7.09,7.18,7.76,6.78,7.29,79.2,1,3,2.0,1,1,75.4,7.37,59.2,72.4,No,Medium,1,0
18355,Male,Bangalore,Tier1,EE,AI,Yes,No,5.56,6.23,5.93,5.97,5.5,5.8,5.66,5.77,5.8,70.9,0,0,1.0,1,0,47.3,4.03,,30.0,No,Low,0,0
18356,Male,Hyderabad,Tier3,ECE,AI,No,Yes,7.17,6.69,7.35,6.8,7.16,6.99,6.93,7.8,7.11,67.4,1,3,2.0,0,0,57.4,5.47,58.6,60.7,Yes,Medium,0,0
18357,Male,Chennai,Tier2,CS,AI,No,No,6.51,7.24,7.27,7.22,7.19,6.25,7.16,7.35,7.02,70.1,2,2,2.0,3,1,59.0,5.92,55.0,49.7,No,Medium,1,0
18358,Male,Chennai,Tier2,ECE,Networking,No,No,7.44,8.02,8.28,7.32,7.4,8.16,7.64,7.46,7.72,79.5,0,4,2.0,3,1,66.1,7.08,59.9,62.1,No,High,0,0
18359,Male,Mumbai,Tier2,EE,AI,No,Yes,7.07,6.95,6.98,6.79,7.12,7.06,7.44,7.31,7.09,69.8,1,3,2.0,3,1,71.3,5.93,48.4,63.6,No,Medium,1,0
18360,Male,Hyderabad,Tier2,EE,Embedded,No,No,8.73,8.03,7.22,8.1,8.05,7.64,7.69,8.37,7.98,86.2,2,3,2.0,3,1,71.8,7.24,70.0,86.2,Yes,High,1,0
18361,Female,Bangalore,Tier2,ECE,Networking,Yes,Yes,7.6,7.1,7.35,7.53,6.67,6.89,6.94,7.3,7.17,74.3,2,3,,2,1,76.5,6.19,63.1,64.1,Yes,Medium,1,0
18362,Female,Jaipur,Tier1,Civil,Networking,No,Yes,6.0,7.54,6.86,6.57,6.72,6.69,6.84,6.99,6.78,70.6,0,2,2.0,1,0,44.3,5.64,52.7,57.4,No,Medium,0,0
18363,Male,Chennai,Tier3,CS,DataScience,No,No,6.78,7.12,6.8,7.02,7.48,7.09,6.63,7.57,7.06,77.3,0,3,2.0,2,1,61.8,7.38,57.1,57.4,No,Medium,0,0
18364,Female,Bangalore,Tier3,EE,Embedded,Yes,Yes,7.54,8.92,8.2,8.59,8.51,8.44,8.36,8.29,8.36,90.1,2,4,4.0,5,1,67.9,8.65,87.1,85.3,No,High,1,0
18365,Male,Bangalore,Tier2,Civil,DataScience,No,Yes,7.28,8.0,7.39,7.28,6.78,7.47,8.12,8.17,7.56,76.4,2,2,1.0,2,0,75.5,5.76,74.8,69.2,No,High,1,0
18366,Male,Kolkata,Tier3,Mechanical,Networking,No,No,6.96,7.02,7.47,7.03,7.39,7.51,7.01,7.16,7.19,73.5,1,2,3.0,2,1,49.7,5.59,55.0,62.7,No,Medium,0,0
18367,Female,Kolkata,Tier2,CS,Embedded,Yes,No,7.14,6.95,7.1,6.9,7.42,7.71,7.48,7.17,7.23,78.9,1,3,3.0,2,0,64.8,5.63,65.5,70.5,Yes,Medium,1,0
18368,Male,Bangalore,Tier2,Mechanical,AI,No,No,7.65,6.64,7.11,7.0,7.68,7.56,7.33,7.59,7.32,77.7,0,2,2.0,2,0,60.2,7.84,61.3,70.8,No,Medium,1,0
18369,Male,Jaipur,Tier2,Mechanical,Embedded,No,No,6.25,6.24,5.74,6.39,6.53,6.09,6.51,6.19,6.24,59.9,1,3,0.0,1,0,42.1,3.93,37.8,48.5,Yes,Medium,0,0
18370,Male,Mumbai,Tier2,CS,Embedded,No,No,8.94,8.68,8.55,8.56,8.81,8.33,9.42,8.35,8.7,91.8,2,5,,4,1,97.0,,78.3,93.4,No,Excellent,1,0
18371,Female,Hyderabad,Tier2,ECE,DataScience,No,Yes,7.79,8.26,8.17,8.15,8.61,8.17,7.89,8.04,8.14,80.0,1,4,3.0,3,2,82.6,8.07,85.0,73.6,No,High,1,0
18372,Male,Pune,Tier2,IT,Embedded,No,No,8.58,8.68,8.72,8.54,8.97,9.02,8.55,8.4,8.68,89.6,2,5,3.0,3,1,,9.1,70.5,82.4,Yes,Excellent,1,0
18373,Female,Ahmedabad,Tier2,EE,DataScience,Yes,No,7.23,6.93,6.88,7.39,7.71,7.27,6.59,6.79,7.1,71.8,1,2,3.0,2,0,62.9,6.0,58.9,58.7,No,Medium,1,0
18374,Male,Ahmedabad,Tier3,Civil,Networking,No,Yes,5.97,5.68,6.16,6.77,6.02,6.0,6.2,6.32,6.14,59.5,0,2,2.0,0,0,47.6,4.91,39.3,50.1,No,Medium,0,0
18375,Male,Hyderabad,Tier3,Mechanical,DataScience,No,No,6.08,6.31,5.72,5.62,6.16,6.03,6.71,5.41,6.01,65.3,0,1,,2,0,50.8,4.62,45.9,,No,Medium,0,0
18376,Male,Bangalore,Tier2,IT,Embedded,No,No,7.46,8.44,7.54,7.47,7.75,7.5,8.29,8.07,7.82,85.6,2,3,1.0,1,0,70.5,7.39,64.7,59.9,No,High,1,0
18377,Female,Hyderabad,Tier2,CS,AI,Yes,No,5.83,5.75,5.87,6.22,5.82,5.95,6.91,6.42,6.1,64.4,0,1,0.0,1,0,43.2,4.8,42.1,51.1,No,Medium,1,0
18378,Male,Pune,Tier2,CS,Embedded,No,No,7.89,7.16,7.18,7.33,7.74,8.11,8.23,7.91,7.69,74.1,2,5,3.0,1,1,60.0,7.76,67.0,79.4,Yes,High,1,0
18379,Female,Bangalore,Tier3,IT,Embedded,No,No,6.61,6.87,6.67,7.27,6.82,7.0,6.39,6.75,6.8,76.3,1,1,2.0,1,0,57.4,5.5,52.8,54.3,No,Medium,0,0
18380,Female,Chennai,Tier3,IT,Networking,Yes,No,7.44,7.48,7.47,7.71,7.85,7.58,7.85,7.72,7.64,90.0,2,2,4.0,3,1,73.0,7.44,74.6,71.2,No,High,1,0
18381,Male,Jaipur,Tier2,Mechanical,Networking,No,No,5.16,5.34,5.3,5.31,5.12,5.14,5.25,5.37,5.25,57.3,0,1,0.0,0,0,32.0,3.08,30.6,28.6,No,Low,0,0
18382,Male,Chennai,Tier1,ECE,AI,Yes,No,8.59,8.51,8.47,8.22,8.83,8.72,8.8,8.43,8.57,89.0,3,5,4.0,4,2,84.5,8.4,76.5,99.8,Yes,Excellent,1,0
18383,Male,Bangalore,Tier2,CS,AI,No,No,7.1,8.31,7.62,7.91,7.76,8.61,7.93,7.47,7.84,71.6,1,4,,3,1,65.2,6.96,67.2,90.5,No,High,1,0
18384,Female,Mumbai,Tier2,IT,Networking,Yes,No,7.54,7.78,8.78,7.81,8.28,8.27,7.93,8.25,8.08,80.0,2,5,4.0,3,0,70.7,7.2,69.4,69.3,No,High,1,0
18385,Female,Hyderabad,Tier3,ECE,Embedded,No,No,7.81,8.04,7.65,7.67,8.11,8.53,7.67,8.19,7.96,89.6,1,3,2.0,4,1,74.1,6.91,69.9,74.4,Yes,High,1,0
18386,Male,Ahmedabad,Tier3,ECE,Networking,No,No,7.03,6.42,6.98,6.69,7.73,7.26,7.01,7.23,7.04,80.8,1,1,2.0,2,1,58.6,6.55,61.7,59.1,No,Medium,1,0
18387,Female,Hyderabad,Tier3,CS,Networking,No,No,7.78,7.47,7.67,7.23,7.94,7.11,7.56,8.48,7.66,80.7,3,3,2.0,3,1,71.0,7.84,,66.7,No,High,1,0
18388,Male,Bangalore,Tier1,IT,AI,No,Yes,9.19,8.92,9.41,9.17,8.24,9.3,9.43,9.19,9.11,84.2,4,5,5.0,6,2,92.9,9.41,90.1,91.0,Yes,Excellent,1,0
18389,Female,Bangalore,Tier2,IT,Embedded,No,No,6.98,6.57,6.51,6.69,6.22,6.47,7.51,6.62,6.7,70.0,1,1,2.0,1,0,62.6,5.27,55.1,,Yes,Medium,0,0
18390,Female,Hyderabad,Tier3,IT,DataScience,No,Yes,7.76,6.98,7.8,7.02,7.45,7.14,7.84,8.07,7.51,78.6,2,2,2.0,3,1,64.3,7.26,72.0,,Yes,High,1,0
18391,Male,Hyderabad,Tier2,IT,DataScience,Yes,No,7.64,7.08,7.38,7.28,7.19,6.95,7.33,7.5,7.29,76.3,1,4,1.0,1,0,57.6,6.83,45.7,68.1,Yes,Medium,0,0
18392,Male,Chennai,Tier2,Mechanical,Networking,Yes,No,5.95,6.66,6.38,6.22,6.45,6.83,6.97,7.07,6.57,64.0,0,0,1.0,0,0,55.9,4.77,36.4,,No,Medium,0,0
18393,Male,Ahmedabad,Tier3,IT,Embedded,Yes,No,8.1,8.2,8.15,8.15,8.39,7.99,8.68,7.64,8.16,79.1,2,3,3.0,3,1,75.9,7.7,78.4,,No,High,1,0
18394,Female,Delhi,Tier2,Civil,Networking,Yes,No,5.0,5.03,5.04,5.38,5.57,5.79,5.66,6.04,5.44,58.1,0,0,0.0,0,0,,3.29,17.8,39.3,No,Low,0,0
18395,Male,Kolkata,Tier1,EE,Embedded,No,Yes,7.32,7.26,7.48,7.73,7.73,8.22,7.87,7.88,7.69,79.1,2,1,1.0,3,1,75.4,7.15,72.5,68.2,Yes,High,1,0
18396,Female,Delhi,Tier3,IT,Networking,No,Yes,7.83,8.04,8.35,8.51,8.29,8.24,7.63,7.96,8.11,82.4,2,5,4.0,3,1,75.2,7.81,76.6,,No,High,0,0
18397,Male,Mumbai,Tier3,IT,Networking,No,No,7.16,7.79,7.37,7.13,8.09,7.75,7.19,7.45,7.49,70.6,2,3,4.0,4,1,80.4,6.23,66.4,67.3,No,Medium,0,0
18398,Male,Pune,Tier2,CS,AI,No,No,7.5,8.25,8.09,7.87,7.95,8.66,8.01,8.29,8.08,82.5,2,1,3.0,4,1,73.1,7.63,73.9,76.1,No,High,1,0
18399,Female,Delhi,Tier3,CS,Embedded,No,No,6.82,7.02,7.3,6.95,7.34,6.91,6.95,7.06,7.04,68.7,0,3,0.0,1,0,61.2,6.14,63.3,55.3,No,Medium,0,0
18400,Male,Delhi,Tier2,IT,Networking,Yes,Yes,4.46,4.0,4.05,4.01,4.0,4.05,4.0,4.41,4.12,46.5,0,0,0.0,0,0,25.7,0.68,,18.0,No,Low,0,0
18401,Female,Delhi,Tier2,ECE,AI,No,No,8.0,8.58,7.71,8.54,8.29,8.74,7.71,8.1,8.21,85.8,2,3,2.0,3,1,70.1,7.47,65.2,78.0,Yes,High,1,0
18402,Male,Bangalore,Tier2,CS,AI,No,No,6.9,7.96,7.31,8.11,6.98,7.21,7.42,7.36,7.41,79.7,1,1,3.0,2,1,64.0,6.4,51.4,67.2,Yes,Medium,1,0
18403,Male,Jaipur,Tier3,IT,DataScience,No,No,6.31,6.57,6.8,5.76,7.17,6.53,6.87,6.32,6.54,65.1,0,0,3.0,1,0,63.3,6.37,50.1,,No,Medium,0,0
18404,Male,Delhi,Tier2,ECE,AI,Yes,Yes,9.58,8.91,9.53,9.55,10.0,9.87,9.73,9.92,9.64,86.1,3,5,4.0,7,2,100.0,10.0,98.8,92.0,Yes,Excellent,1,0
18405,Male,Chennai,Tier1,EE,Networking,No,No,6.24,6.36,5.84,6.05,6.09,6.26,6.37,6.25,6.18,67.0,0,1,1.0,0,0,54.2,3.28,35.9,54.3,No,Medium,0,0
18406,Female,Bangalore,Tier2,IT,Embedded,Yes,No,6.59,6.81,5.52,6.3,6.53,6.49,6.33,6.62,6.4,64.7,0,2,1.0,2,0,55.8,5.33,43.2,,No,Medium,0,0
18407,Male,Mumbai,Tier1,EE,Networking,No,Yes,7.87,7.19,7.75,7.64,7.13,7.65,7.94,6.91,7.51,81.4,2,2,4.0,2,1,80.1,7.0,64.9,,No,High,1,0
18408,Male,Kolkata,Tier1,Civil,AI,Yes,Yes,7.38,7.55,7.76,7.59,7.56,7.26,7.51,6.96,7.45,66.0,2,3,3.0,2,1,64.0,7.16,60.0,63.0,Yes,Medium,1,0
18409,Male,Jaipur,Tier2,CS,AI,Yes,No,7.36,7.6,7.65,7.49,7.66,7.35,7.25,7.82,7.52,78.3,2,3,,2,1,54.6,7.56,69.4,62.3,Yes,High,0,0
18410,Female,Chennai,Tier2,Civil,AI,Yes,No,7.62,7.99,8.25,7.9,7.89,8.35,8.97,8.71,8.21,85.1,2,5,,4,1,,7.06,73.4,81.3,No,High,1,0
18411,Female,Chennai,Tier2,ECE,Networking,No,No,8.37,8.65,8.05,8.65,8.51,8.82,9.64,8.76,8.68,88.1,3,3,2.0,4,2,77.0,8.74,87.5,84.4,Yes,Excellent,1,0
